,Airline,Day,Date,Departure,Arrival,Duration,Source,Destination,Stops,Fare
0,Air Asia,Mon, 1 Nov,21:25,06:45,9h 20m,New Delhi,Mumbai,1,5953
1,Air Asia,Mon, 1 Nov,21:25,07:15,9h 50m,New Delhi,Mumbai,1,5953
2,Air Asia,Mon, 1 Nov,20:45,06:45,10h 00m,New Delhi,Mumbai,1,5953
3,Air Asia,Mon, 1 Nov,20:45,07:15,10h 30m,New Delhi,Mumbai,1,5953
4,Air Asia,Mon, 1 Nov,18:35,06:45,12h 10m,New Delhi,Mumbai,1,5953
5,Air Asia,Mon, 1 Nov,18:35,07:15,12h 40m,New Delhi,Mumbai,1,5953
6,Air Asia,Mon, 1 Nov,22:10,12:25,14h 15m,New Delhi,Mumbai,1,5953
7,Go First,Mon, 1 Nov,07:00,09:10,2h 10m,New Delhi,Mumbai,Non,5954
8,Go First,Mon, 1 Nov,08:00,10:10,2h 10m,New Delhi,Mumbai,Non,5954
9,Go First,Mon, 1 Nov,22:30,00:40,2h 10m,New Delhi,Mumbai,Non,5954
10,Go First,Mon, 1 Nov,02:40,04:55,2h 15m,New Delhi,Mumbai,Non,5954
11,Go First,Mon, 1 Nov,14:20,16:35,2h 15m,New Delhi,Mumbai,Non,5954
12,Go First,Mon, 1 Nov,19:40,21:55,2h 15m,New Delhi,Mumbai,Non,5954
13,Go First,Mon, 1 Nov,21:00,23:15,2h 15m,New Delhi,Mumbai,Non,5954
14,Go First,Mon, 1 Nov,10:30,12:50,2h 20m,New Delhi,Mumbai,Non,5954
15,Go First,Mon, 1 Nov,15:00,17:30,2h 30m,New Delhi,Mumbai,Non,5954
16,Go First,Mon, 1 Nov,17:55,20:25,2h 30m,New Delhi,Mumbai,Non,5954
17,Go First,Mon, 1 Nov,06:00,10:40,4h 40m,New Delhi,Mumbai,1,5954
18,Go First,Mon, 1 Nov,15:30,21:25,5h 55m,New Delhi,Mumbai,1,5954
19,Go First,Mon, 1 Nov,11:50,18:10,6h 20m,New Delhi,Mumbai,1,5954
20,Go First,Mon, 1 Nov,06:00,12:30,6h 30m,New Delhi,Mumbai,1,5954
21,Go First,Mon, 1 Nov,09:00,15:55,6h 55m,New Delhi,Mumbai,1,5954
22,Vistara,Mon, 1 Nov,06:00,08:00,2h 00m,New Delhi,Mumbai,Non,5955
23,Air India,Mon, 1 Nov,07:00,09:05,2h 05m,New Delhi,Mumbai,Non,5955
24,IndiGo,Mon, 1 Nov,06:30,08:40,2h 10m,New Delhi,Mumbai,Non,5955
25,IndiGo,Mon, 1 Nov,07:15,09:25,2h 10m,New Delhi,Mumbai,Non,5955
26,Air India,Mon, 1 Nov,08:00,10:10,2h 10m,New Delhi,Mumbai,Non,5955
27,IndiGo,Mon, 1 Nov,08:10,10:20,2h 10m,New Delhi,Mumbai,Non,5955
28,Vistara,Mon, 1 Nov,09:30,11:40,2h 10m,New Delhi,Mumbai,Non,5955
29,Air India,Mon, 1 Nov,10:40,12:50,2h 10m,New Delhi,Mumbai,Non,5955
30,Vistara,Mon, 1 Nov,12:50,15:00,2h 10m,New Delhi,Mumbai,Non,5955
31,Vistara,Mon, 1 Nov,15:30,17:40,2h 10m,New Delhi,Mumbai,Non,5955
32,Vistara,Mon, 1 Nov,16:55,19:05,2h 10m,New Delhi,Mumbai,Non,5955
33,IndiGo,Mon, 1 Nov,17:15,19:25,2h 10m,New Delhi,Mumbai,Non,5955
34,Vistara,Mon, 1 Nov,19:50,22:00,2h 10m,New Delhi,Mumbai,Non,5955
35,Vistara,Mon, 1 Nov,21:40,23:50,2h 10m,New Delhi,Mumbai,Non,5955
36,IndiGo,Mon, 1 Nov,23:15,01:25,2h 10m,New Delhi,Mumbai,Non,5955
37,IndiGo,Mon, 1 Nov,01:05,03:20,2h 15m,New Delhi,Mumbai,Non,5955
38,SpiceJet,Mon, 1 Nov,07:20,09:35,2h 15m,New Delhi,Mumbai,Non,5955
39,Air India,Mon, 1 Nov,09:00,11:15,2h 15m,New Delhi,Mumbai,Non,5955
40,IndiGo,Mon, 1 Nov,09:30,11:45,2h 15m,New Delhi,Mumbai,Non,5955
41,Vistara,Mon, 1 Nov,10:20,12:35,2h 15m,New Delhi,Mumbai,Non,5955
42,IndiGo,Mon, 1 Nov,14:20,16:35,2h 15m,New Delhi,Mumbai,Non,5955
43,IndiGo,Mon, 1 Nov,18:35,20:50,2h 15m,New Delhi,Mumbai,Non,5955
44,SpiceJet,Mon, 1 Nov,18:50,21:05,2h 15m,New Delhi,Mumbai,Non,5955
45,SpiceJet,Mon, 1 Nov,06:30,08:50,2h 20m,New Delhi,Mumbai,Non,5955
46,IndiGo,Mon, 1 Nov,08:45,11:05,2h 20m,New Delhi,Mumbai,Non,5955
47,IndiGo,Mon, 1 Nov,10:45,13:05,2h 20m,New Delhi,Mumbai,Non,5955
48,Vistara,Mon, 1 Nov,11:40,14:00,2h 20m,New Delhi,Mumbai,Non,5955
49,Vistara,Mon, 1 Nov,17:45,20:05,2h 20m,New Delhi,Mumbai,Non,5955
50,Vistara,Mon, 1 Nov,18:55,21:15,2h 20m,New Delhi,Mumbai,Non,5955
51,SpiceJet,Mon, 1 Nov,19:45,22:05,2h 20m,New Delhi,Mumbai,Non,5955
52,Air India,Mon, 1 Nov,15:05,18:15,3h 10m,New Delhi,Mumbai,1,5955
53,SpiceJet,Mon, 1 Nov,19:00,23:50,4h 50m,New Delhi,Mumbai,1,5955
54,IndiGo,Mon, 1 Nov,12:55,17:50,4h 55m,New Delhi,Mumbai,1,5955
55,IndiGo,Mon, 1 Nov,05:30,10:55,5h 25m,New Delhi,Mumbai,1,5955
56,SpiceJet,Mon, 1 Nov,11:20,17:20,6h 00m,New Delhi,Mumbai,1,5955
57,IndiGo,Mon, 1 Nov,13:50,19:50,6h 00m,New Delhi,Mumbai,1,5955
58,IndiGo,Mon, 1 Nov,07:20,14:50,7h 30m,New Delhi,Mumbai,1,5955
59,IndiGo,Mon, 1 Nov,12:55,20:45,7h 50m,New Delhi,Mumbai,1,5955
60,IndiGo,Mon, 1 Nov,07:25,16:05,8h 40m,New Delhi,Mumbai,1,5955
61,IndiGo,Mon, 1 Nov,21:20,07:05,9h 45m,New Delhi,Mumbai,1,5955
62,IndiGo,Mon, 1 Nov,06:05,16:05,10h 00m,New Delhi,Mumbai,1,5955
63,IndiGo,Mon, 1 Nov,21:50,08:15,10h 25m,New Delhi,Mumbai,1,5955
64,SpiceJet,Mon, 1 Nov,19:00,10:35,15h 35m,New Delhi,Mumbai,1,5955
65,SpiceJet,Mon, 1 Nov,15:00,12:50,21h 50m,New Delhi,Mumbai,1,5955
66,Air Asia,Mon, 1 Nov,04:25,06:35,2h 10m,New Delhi,Mumbai,Non,5956
67,Air Asia,Mon, 1 Nov,20:00,22:15,2h 15m,New Delhi,Mumbai,Non,5956
68,Vistara,Mon, 1 Nov,20:40,22:50,2h 10m,New Delhi,Mumbai,Non,6060
69,Vistara,Mon, 1 Nov,07:30,09:45,2h 15m,New Delhi,Mumbai,Non,6060
70,Vistara,Mon, 1 Nov,08:50,11:10,2h 20m,New Delhi,Mumbai,Non,6060
71,IndiGo,Mon, 1 Nov,21:15,23:30,2h 15m,New Delhi,Mumbai,Non,6375
72,IndiGo,Mon, 1 Nov,18:30,23:10,4h 40m,New Delhi,Mumbai,1,6443
73,IndiGo,Mon, 1 Nov,11:25,20:20,8h 55m,New Delhi,Mumbai,1,6443
74,IndiGo,Mon, 1 Nov,12:00,14:10,2h 10m,New Delhi,Mumbai,Non,6585
75,Air India,Mon, 1 Nov,20:00,22:10,2h 10m,New Delhi,Mumbai,Non,6795
76,IndiGo,Mon, 1 Nov,05:15,10:05,4h 50m,New Delhi,Mumbai,1,6932
77,IndiGo,Mon, 1 Nov,12:55,23:15,10h 20m,New Delhi,Mumbai,1,6932
78,IndiGo,Mon, 1 Nov,22:15,05:55,7h 40m,New Delhi,Mumbai,1,7420
79,IndiGo,Mon, 1 Nov,20:20,05:55,9h 35m,New Delhi,Mumbai,1,7420
80,Air India,Mon, 1 Nov,05:55,09:45,3h 50m,New Delhi,Mumbai,1,8098
81,Air India,Mon, 1 Nov,05:55,23:25,17h 30m,New Delhi,Mumbai,1,8098
82,Air India,Mon, 1 Nov,13:20,17:50,4h 30m,New Delhi,Mumbai,1,8160
83,Air India,Mon, 1 Nov,19:00,15:50,20h 50m,New Delhi,Mumbai,1,8160
84,Air India,Mon, 1 Nov,13:00,15:50,26h 50m,New Delhi,Mumbai,1,8160
85,IndiGo,Mon, 1 Nov,16:00,18:15,2h 15m,New Delhi,Mumbai,Non,8370
86,IndiGo,Mon, 1 Nov,04:45,07:10,2h 25m,New Delhi,Mumbai,Non,8370
87,IndiGo,Mon, 1 Nov,11:25,16:40,5h 15m,New Delhi,Mumbai,1,8396
88,IndiGo,Mon, 1 Nov,06:40,16:40,10h 00m,New Delhi,Mumbai,1,8396
89,IndiGo,Mon, 1 Nov,22:15,08:25,10h 10m,New Delhi,Mumbai,1,8396
90,Air India,Mon, 1 Nov,06:05,15:50,9h 45m,New Delhi,Mumbai,1,8528
91,Go First,Mon, 1 Nov,19:40,02:00,6h 20m,New Delhi,Mumbai,1,8869
92,Vistara,Mon, 1 Nov,17:10,21:35,4h 25m,New Delhi,Mumbai,1,9000
93,Vistara,Mon, 1 Nov,17:10,15:25,22h 15m,New Delhi,Mumbai,1,9000
94,Vistara,Mon, 1 Nov,13:40,21:35,7h 55m,New Delhi,Mumbai,1,9053
95,Vistara,Mon, 1 Nov,13:40,15:25,25h 45m,New Delhi,Mumbai,1,9053
96,Vistara,Mon, 1 Nov,17:40,23:00,5h 20m,New Delhi,Mumbai,1,9840
97,Vistara,Mon, 1 Nov,14:45,23:00,8h 15m,New Delhi,Mumbai,1,9840
98,Vistara,Mon, 1 Nov,20:35,09:55,13h 20m,New Delhi,Mumbai,1,9840
99,Vistara,Mon, 1 Nov,07:05,23:00,15h 55m,New Delhi,Mumbai,1,9840
100,Vistara,Mon, 1 Nov,17:40,09:55,16h 15m,New Delhi,Mumbai,1,9840
101,Vistara,Mon, 1 Nov,14:45,09:55,19h 10m,New Delhi,Mumbai,1,9840
102,Air India,Mon, 1 Nov,09:45,09:40,23h 55m,New Delhi,Mumbai,1,9840
103,Air India,Mon, 1 Nov,08:10,09:40,25h 30m,New Delhi,Mumbai,1,9840
104,Vistara,Mon, 1 Nov,20:35,23:00,26h 25m,New Delhi,Mumbai,1,9840
105,Vistara,Mon, 1 Nov,07:05,09:55,26h 50m,New Delhi,Mumbai,1,9840
106,Vistara,Mon, 1 Nov,13:40,15:15,25h 35m,New Delhi,Mumbai,1,9988
107,IndiGo,Mon, 1 Nov,12:55,23:25,10h 30m,New Delhi,Mumbai,1,10103
108,Air India,Mon, 1 Nov,09:45,23:20,13h 35m,New Delhi,Mumbai,1,10155
109,Air India,Mon, 1 Nov,08:10,23:20,15h 10m,New Delhi,Mumbai,1,10155
110,Air India,Mon, 1 Nov,05:15,16:25,11h 10m,New Delhi,Mumbai,2,10220
111,Air India,Mon, 1 Nov,05:15,23:05,17h 50m,New Delhi,Mumbai,2,10365
112,Go First,Mon, 1 Nov,09:10,16:15,7h 05m,New Delhi,Mumbai,1,10549
113,IndiGo,Mon, 1 Nov,17:55,23:15,5h 20m,New Delhi,Mumbai,1,10838
114,IndiGo,Mon, 1 Nov,13:30,20:20,6h 50m,New Delhi,Mumbai,1,10838
115,IndiGo,Mon, 1 Nov,10:15,18:05,7h 50m,New Delhi,Mumbai,1,10838
116,IndiGo,Mon, 1 Nov,13:30,22:15,8h 45m,New Delhi,Mumbai,1,10838
117,IndiGo,Mon, 1 Nov,13:30,23:10,9h 40m,New Delhi,Mumbai,1,10838
118,IndiGo,Mon, 1 Nov,11:25,22:15,10h 50m,New Delhi,Mumbai,1,10838
119,Vistara,Mon, 1 Nov,11:10,23:10,12h 00m,New Delhi,Mumbai,1,10890
120,Air India,Mon, 1 Nov,21:10,09:40,12h 30m,New Delhi,Mumbai,1,11100
121,Go First,Mon, 1 Nov,09:00,17:00,8h 00m,New Delhi,Mumbai,1,11153
122,Vistara,Mon, 1 Nov,11:10,14:45,27h 35m,New Delhi,Mumbai,1,11310
123,Air India,Mon, 1 Nov,16:45,16:25,23h 40m,New Delhi,Mumbai,2,11375
124,Air India,Mon, 1 Nov,07:05,13:25,6h 20m,New Delhi,Mumbai,1,11415
125,Air India,Mon, 1 Nov,14:30,16:25,25h 55m,New Delhi,Mumbai,1,11520
126,Air India,Mon, 1 Nov,10:15,15:40,5h 25m,New Delhi,Mumbai,1,11625
127,IndiGo,Mon, 1 Nov,18:00,22:25,4h 25m,New Delhi,Mumbai,1,11730
128,Go First,Mon, 1 Nov,11:30,17:00,5h 30m,New Delhi,Mumbai,1,11731
129,Air India,Mon, 1 Nov,12:50,07:50,19h 00m,New Delhi,Mumbai,1,11773
130,Air India,Mon, 1 Nov,18:30,13:25,18h 55m,New Delhi,Mumbai,1,11835
131,Vistara,Mon, 1 Nov,16:05,21:50,5h 45m,New Delhi,Mumbai,1,12150
132,Vistara,Mon, 1 Nov,17:35,23:25,5h 50m,New Delhi,Mumbai,1,12150
133,Vistara,Mon, 1 Nov,14:15,20:15,6h 00m,New Delhi,Mumbai,1,12150
134,Vistara,Mon, 1 Nov,16:05,23:25,7h 20m,New Delhi,Mumbai,1,12150
135,Vistara,Mon, 1 Nov,14:15,21:50,7h 35m,New Delhi,Mumbai,1,12150
136,Vistara,Mon, 1 Nov,14:15,23:25,9h 10m,New Delhi,Mumbai,1,12150
137,Vistara,Mon, 1 Nov,20:40,08:15,11h 35m,New Delhi,Mumbai,1,12150
138,Vistara,Mon, 1 Nov,08:05,20:15,12h 10m,New Delhi,Mumbai,1,12150
139,Vistara,Mon, 1 Nov,19:50,08:15,12h 25m,New Delhi,Mumbai,1,12150
140,Vistara,Mon, 1 Nov,20:40,10:15,13h 35m,New Delhi,Mumbai,1,12150
141,Vistara,Mon, 1 Nov,08:05,21:50,13h 45m,New Delhi,Mumbai,1,12150
142,Vistara,Mon, 1 Nov,06:15,20:15,14h 00m,New Delhi,Mumbai,1,12150
143,Vistara,Mon, 1 Nov,19:50,10:15,14h 25m,New Delhi,Mumbai,1,12150
144,Vistara,Mon, 1 Nov,17:35,08:15,14h 40m,New Delhi,Mumbai,1,12150
145,Vistara,Mon, 1 Nov,20:40,11:25,14h 45m,New Delhi,Mumbai,1,12150
146,Vistara,Mon, 1 Nov,08:05,23:25,15h 20m,New Delhi,Mumbai,1,12150
147,Vistara,Mon, 1 Nov,06:15,21:50,15h 35m,New Delhi,Mumbai,1,12150
148,Vistara,Mon, 1 Nov,19:50,11:25,15h 35m,New Delhi,Mumbai,1,12150
149,Vistara,Mon, 1 Nov,16:05,08:15,16h 10m,New Delhi,Mumbai,1,12150
150,Vistara,Mon, 1 Nov,20:40,13:15,16h 35m,New Delhi,Mumbai,1,12150
151,Vistara,Mon, 1 Nov,17:35,10:15,16h 40m,New Delhi,Mumbai,1,12150
152,Vistara,Mon, 1 Nov,06:15,23:25,17h 10m,New Delhi,Mumbai,1,12150
153,Vistara,Mon, 1 Nov,19:50,13:15,17h 25m,New Delhi,Mumbai,1,12150
154,Vistara,Mon, 1 Nov,17:35,11:25,17h 50m,New Delhi,Mumbai,1,12150
155,Vistara,Mon, 1 Nov,14:15,08:15,18h 00m,New Delhi,Mumbai,1,12150
156,Vistara,Mon, 1 Nov,06:15,13:15,7h 00m,New Delhi,Mumbai,1,12255
157,Go First,Mon, 1 Nov,10:45,17:00,6h 15m,New Delhi,Mumbai,1,12309
158,Go First,Mon, 1 Nov,09:15,18:10,8h 55m,New Delhi,Mumbai,1,13050
159,Go First,Mon, 1 Nov,10:45,18:20,7h 35m,New Delhi,Mumbai,1,13095
160,Go First,Mon, 1 Nov,09:15,18:10,8h 55m,New Delhi,Mumbai,1,13761
161,Go First,Mon, 1 Nov,10:45,19:40,8h 55m,New Delhi,Mumbai,1,14775
162,SpiceJet,Mon, 1 Nov,12:00,13:10,25h 10m,New Delhi,Mumbai,1,14932
163,Air Asia,Tue, 2 Nov,21:25,06:45,9h 20m,New Delhi,Mumbai,1,5953
164,Air Asia,Tue, 2 Nov,21:25,07:15,9h 50m,New Delhi,Mumbai,1,5953
165,Air Asia,Tue, 2 Nov,20:45,06:45,10h 00m,New Delhi,Mumbai,1,5953
166,Air Asia,Tue, 2 Nov,20:45,07:15,10h 30m,New Delhi,Mumbai,1,5953
167,Air Asia,Tue, 2 Nov,18:35,06:45,12h 10m,New Delhi,Mumbai,1,5953
168,Air Asia,Tue, 2 Nov,18:35,07:15,12h 40m,New Delhi,Mumbai,1,5953
169,Air Asia,Tue, 2 Nov,22:10,12:25,14h 15m,New Delhi,Mumbai,1,5953
170,Go First,Tue, 2 Nov,07:00,09:10,2h 10m,New Delhi,Mumbai,Non,5954
171,Go First,Tue, 2 Nov,08:00,10:10,2h 10m,New Delhi,Mumbai,Non,5954
172,Go First,Tue, 2 Nov,22:30,00:40,2h 10m,New Delhi,Mumbai,Non,5954
173,Go First,Tue, 2 Nov,02:40,04:55,2h 15m,New Delhi,Mumbai,Non,5954
174,Go First,Tue, 2 Nov,14:20,16:35,2h 15m,New Delhi,Mumbai,Non,5954
175,Go First,Tue, 2 Nov,19:40,21:55,2h 15m,New Delhi,Mumbai,Non,5954
176,Go First,Tue, 2 Nov,21:00,23:15,2h 15m,New Delhi,Mumbai,Non,5954
177,Go First,Tue, 2 Nov,10:30,12:50,2h 20m,New Delhi,Mumbai,Non,5954
178,Go First,Tue, 2 Nov,15:00,17:30,2h 30m,New Delhi,Mumbai,Non,5954
179,Go First,Tue, 2 Nov,17:55,20:25,2h 30m,New Delhi,Mumbai,Non,5954
180,Go First,Tue, 2 Nov,06:00,10:40,4h 40m,New Delhi,Mumbai,1,5954
181,Go First,Tue, 2 Nov,15:30,21:25,5h 55m,New Delhi,Mumbai,1,5954
182,Go First,Tue, 2 Nov,11:50,18:10,6h 20m,New Delhi,Mumbai,1,5954
183,Go First,Tue, 2 Nov,06:00,12:30,6h 30m,New Delhi,Mumbai,1,5954
184,Go First,Tue, 2 Nov,09:00,15:55,6h 55m,New Delhi,Mumbai,1,5954
185,Vistara,Tue, 2 Nov,06:00,08:00,2h 00m,New Delhi,Mumbai,Non,5955
186,Air India,Tue, 2 Nov,07:00,09:05,2h 05m,New Delhi,Mumbai,Non,5955
187,IndiGo,Tue, 2 Nov,06:30,08:40,2h 10m,New Delhi,Mumbai,Non,5955
188,IndiGo,Tue, 2 Nov,07:15,09:25,2h 10m,New Delhi,Mumbai,Non,5955
189,Air India,Tue, 2 Nov,08:00,10:10,2h 10m,New Delhi,Mumbai,Non,5955
190,IndiGo,Tue, 2 Nov,08:10,10:20,2h 10m,New Delhi,Mumbai,Non,5955
191,Vistara,Tue, 2 Nov,09:30,11:40,2h 10m,New Delhi,Mumbai,Non,5955
192,Air India,Tue, 2 Nov,10:40,12:50,2h 10m,New Delhi,Mumbai,Non,5955
193,IndiGo,Tue, 2 Nov,12:00,14:10,2h 10m,New Delhi,Mumbai,Non,5955
194,Vistara,Tue, 2 Nov,12:50,15:00,2h 10m,New Delhi,Mumbai,Non,5955
195,Vistara,Tue, 2 Nov,15:30,17:40,2h 10m,New Delhi,Mumbai,Non,5955
196,Vistara,Tue, 2 Nov,16:55,19:05,2h 10m,New Delhi,Mumbai,Non,5955
197,Vistara,Tue, 2 Nov,19:50,22:00,2h 10m,New Delhi,Mumbai,Non,5955
198,IndiGo,Tue, 2 Nov,23:15,01:25,2h 10m,New Delhi,Mumbai,Non,5955
199,IndiGo,Tue, 2 Nov,01:05,03:20,2h 15m,New Delhi,Mumbai,Non,5955
200,SpiceJet,Tue, 2 Nov,07:20,09:35,2h 15m,New Delhi,Mumbai,Non,5955
201,Vistara,Tue, 2 Nov,07:30,09:45,2h 15m,New Delhi,Mumbai,Non,5955
202,IndiGo,Tue, 2 Nov,09:30,11:45,2h 15m,New Delhi,Mumbai,Non,5955
203,Vistara,Tue, 2 Nov,10:20,12:35,2h 15m,New Delhi,Mumbai,Non,5955
204,IndiGo,Tue, 2 Nov,14:20,16:35,2h 15m,New Delhi,Mumbai,Non,5955
205,IndiGo,Tue, 2 Nov,18:35,20:50,2h 15m,New Delhi,Mumbai,Non,5955
206,SpiceJet,Tue, 2 Nov,18:50,21:05,2h 15m,New Delhi,Mumbai,Non,5955
207,Air India,Tue, 2 Nov,19:00,21:15,2h 15m,New Delhi,Mumbai,Non,5955
208,SpiceJet,Tue, 2 Nov,06:30,08:50,2h 20m,New Delhi,Mumbai,Non,5955
209,IndiGo,Tue, 2 Nov,08:45,11:05,2h 20m,New Delhi,Mumbai,Non,5955
210,Vistara,Tue, 2 Nov,08:50,11:10,2h 20m,New Delhi,Mumbai,Non,5955
211,IndiGo,Tue, 2 Nov,10:45,13:05,2h 20m,New Delhi,Mumbai,Non,5955
212,Vistara,Tue, 2 Nov,11:40,14:00,2h 20m,New Delhi,Mumbai,Non,5955
213,Vistara,Tue, 2 Nov,17:45,20:05,2h 20m,New Delhi,Mumbai,Non,5955
214,Vistara,Tue, 2 Nov,18:55,21:15,2h 20m,New Delhi,Mumbai,Non,5955
215,SpiceJet,Tue, 2 Nov,19:45,22:05,2h 20m,New Delhi,Mumbai,Non,5955
216,Air India,Tue, 2 Nov,15:05,18:15,3h 10m,New Delhi,Mumbai,1,5955
217,SpiceJet,Tue, 2 Nov,19:00,23:50,4h 50m,New Delhi,Mumbai,1,5955
218,IndiGo,Tue, 2 Nov,12:55,17:50,4h 55m,New Delhi,Mumbai,1,5955
219,IndiGo,Tue, 2 Nov,05:30,10:55,5h 25m,New Delhi,Mumbai,1,5955
220,SpiceJet,Tue, 2 Nov,11:20,17:20,6h 00m,New Delhi,Mumbai,1,5955
221,IndiGo,Tue, 2 Nov,07:20,14:50,7h 30m,New Delhi,Mumbai,1,5955
222,IndiGo,Tue, 2 Nov,12:55,20:45,7h 50m,New Delhi,Mumbai,1,5955
223,IndiGo,Tue, 2 Nov,07:25,16:05,8h 40m,New Delhi,Mumbai,1,5955
224,IndiGo,Tue, 2 Nov,06:05,16:05,10h 00m,New Delhi,Mumbai,1,5955
225,IndiGo,Tue, 2 Nov,21:50,08:15,10h 25m,New Delhi,Mumbai,1,5955
226,SpiceJet,Tue, 2 Nov,19:00,10:35,15h 35m,New Delhi,Mumbai,1,5955
227,SpiceJet,Tue, 2 Nov,15:00,12:50,21h 50m,New Delhi,Mumbai,1,5955
228,Air Asia,Tue, 2 Nov,04:25,06:35,2h 10m,New Delhi,Mumbai,Non,5956
229,Air Asia,Tue, 2 Nov,20:00,22:15,2h 15m,New Delhi,Mumbai,Non,5956
230,IndiGo,Tue, 2 Nov,17:15,19:25,2h 10m,New Delhi,Mumbai,Non,6375
231,Air India,Tue, 2 Nov,20:00,22:10,2h 10m,New Delhi,Mumbai,Non,6375
232,Vistara,Tue, 2 Nov,20:40,22:50,2h 10m,New Delhi,Mumbai,Non,6375
233,Vistara,Tue, 2 Nov,21:40,23:50,2h 10m,New Delhi,Mumbai,Non,6375
234,IndiGo,Tue, 2 Nov,05:15,10:05,4h 50m,New Delhi,Mumbai,1,6443
235,IndiGo,Tue, 2 Nov,11:25,20:20,8h 55m,New Delhi,Mumbai,1,6443
236,IndiGo,Tue, 2 Nov,21:15,23:30,2h 15m,New Delhi,Mumbai,Non,6585
237,IndiGo,Tue, 2 Nov,21:20,07:05,9h 45m,New Delhi,Mumbai,1,6932
238,Air India,Tue, 2 Nov,19:00,15:50,20h 50m,New Delhi,Mumbai,1,7296
239,IndiGo,Tue, 2 Nov,11:25,16:40,5h 15m,New Delhi,Mumbai,1,7420
240,IndiGo,Tue, 2 Nov,06:40,16:40,10h 00m,New Delhi,Mumbai,1,7420
241,Air India,Tue, 2 Nov,05:55,23:25,17h 30m,New Delhi,Mumbai,1,8098
242,Air India,Tue, 2 Nov,08:40,09:45,25h 05m,New Delhi,Mumbai,1,8098
243,Air India,Tue, 2 Nov,11:55,15:50,3h 55m,New Delhi,Mumbai,1,8160
244,Air India,Tue, 2 Nov,13:20,17:50,4h 30m,New Delhi,Mumbai,1,8160
245,Air India,Tue, 2 Nov,06:05,15:50,9h 45m,New Delhi,Mumbai,1,8160
246,IndiGo,Tue, 2 Nov,16:00,18:15,2h 15m,New Delhi,Mumbai,Non,8370
247,IndiGo,Tue, 2 Nov,04:45,07:10,2h 25m,New Delhi,Mumbai,Non,8370
248,IndiGo,Tue, 2 Nov,18:30,23:10,4h 40m,New Delhi,Mumbai,1,8396
249,IndiGo,Tue, 2 Nov,13:50,19:50,6h 00m,New Delhi,Mumbai,1,8396
250,Air India,Tue, 2 Nov,08:40,23:25,14h 45m,New Delhi,Mumbai,1,8413
251,IndiGo,Tue, 2 Nov,09:35,14:35,5h 00m,New Delhi,Mumbai,1,8423
252,IndiGo,Tue, 2 Nov,09:35,17:50,8h 15m,New Delhi,Mumbai,1,8423
253,Vistara,Tue, 2 Nov,17:10,15:25,22h 15m,New Delhi,Mumbai,1,9000
254,Vistara,Tue, 2 Nov,13:40,15:25,25h 45m,New Delhi,Mumbai,1,9053
255,Vistara,Tue, 2 Nov,17:10,21:35,4h 25m,New Delhi,Mumbai,1,9105
256,Vistara,Tue, 2 Nov,13:40,21:35,7h 55m,New Delhi,Mumbai,1,9158
257,Vistara,Tue, 2 Nov,17:40,23:00,5h 20m,New Delhi,Mumbai,1,9840
258,Vistara,Tue, 2 Nov,14:45,23:00,8h 15m,New Delhi,Mumbai,1,9840
259,Vistara,Tue, 2 Nov,20:35,09:55,13h 20m,New Delhi,Mumbai,1,9840
260,Vistara,Tue, 2 Nov,07:05,23:00,15h 55m,New Delhi,Mumbai,1,9840
261,Vistara,Tue, 2 Nov,17:40,09:55,16h 15m,New Delhi,Mumbai,1,9840
262,Vistara,Tue, 2 Nov,14:45,09:55,19h 10m,New Delhi,Mumbai,1,9840
263,Vistara,Tue, 2 Nov,20:35,23:00,26h 25m,New Delhi,Mumbai,1,9840
264,Vistara,Tue, 2 Nov,07:05,09:55,26h 50m,New Delhi,Mumbai,1,9840
265,Air India,Tue, 2 Nov,06:00,16:25,10h 25m,New Delhi,Mumbai,3,9905
266,Air India,Tue, 2 Nov,12:50,19:15,6h 25m,New Delhi,Mumbai,1,9988
267,Vistara,Tue, 2 Nov,13:40,15:15,25h 35m,New Delhi,Mumbai,1,9988
268,IndiGo,Tue, 2 Nov,12:55,23:25,10h 30m,New Delhi,Mumbai,1,10103
269,IndiGo,Tue, 2 Nov,18:00,22:25,4h 25m,New Delhi,Mumbai,1,10349
270,IndiGo,Tue, 2 Nov,22:15,05:55,7h 40m,New Delhi,Mumbai,1,10349
271,IndiGo,Tue, 2 Nov,20:20,05:55,9h 35m,New Delhi,Mumbai,1,10349
272,IndiGo,Tue, 2 Nov,22:15,08:25,10h 10m,New Delhi,Mumbai,1,10349
273,Air India,Tue, 2 Nov,10:55,22:25,11h 30m,New Delhi,Mumbai,1,10470
274,Air India,Tue, 2 Nov,10:55,08:45,21h 50m,New Delhi,Mumbai,1,10470
275,Go First,Tue, 2 Nov,09:10,16:15,7h 05m,New Delhi,Mumbai,1,10549
276,IndiGo,Tue, 2 Nov,13:30,20:20,6h 50m,New Delhi,Mumbai,1,10838
277,IndiGo,Tue, 2 Nov,10:15,18:05,7h 50m,New Delhi,Mumbai,1,10838
278,IndiGo,Tue, 2 Nov,13:30,22:15,8h 45m,New Delhi,Mumbai,1,10838
279,IndiGo,Tue, 2 Nov,13:30,23:10,9h 40m,New Delhi,Mumbai,1,10838
280,IndiGo,Tue, 2 Nov,11:25,22:15,10h 50m,New Delhi,Mumbai,1,10838
