,Airline,Day,Date,Departure,Arrival,Duration,Source,Destination,Stops,Fare
847,Vistara,Sat, 6 Nov,14:45,23:00,8h 15m,New Delhi,Mumbai,1,9945
848,Vistara,Sat, 6 Nov,20:35,09:55,13h 20m,New Delhi,Mumbai,1,9945
849,Vistara,Sat, 6 Nov,17:40,09:55,16h 15m,New Delhi,Mumbai,1,9945
850,Vistara,Sat, 6 Nov,14:45,09:55,19h 10m,New Delhi,Mumbai,1,9945
851,Air India,Sat, 6 Nov,09:45,09:40,23h 55m,New Delhi,Mumbai,1,9975
852,Go First,Sat, 6 Nov,19:40,02:00,6h 20m,New Delhi,Mumbai,1,10023
853,IndiGo,Sat, 6 Nov,12:55,23:25,10h 30m,New Delhi,Mumbai,1,10103
854,IndiGo,Sat, 6 Nov,18:30,23:10,4h 40m,New Delhi,Mumbai,1,10349
855,IndiGo,Sat, 6 Nov,05:30,10:55,5h 25m,New Delhi,Mumbai,1,10349
856,Go First,Sat, 6 Nov,09:10,16:15,7h 05m,New Delhi,Mumbai,1,10549
857,Vistara,Sat, 6 Nov,20:35,23:00,26h 25m,New Delhi,Mumbai,1,10680
858,SpiceJet,Sat, 6 Nov,19:00,10:35,15h 35m,New Delhi,Mumbai,1,10759
859,IndiGo,Sat, 6 Nov,13:30,20:20,6h 50m,New Delhi,Mumbai,1,10838
860,IndiGo,Sat, 6 Nov,10:15,18:05,7h 50m,New Delhi,Mumbai,1,10838
861,IndiGo,Sat, 6 Nov,13:30,22:15,8h 45m,New Delhi,Mumbai,1,10838
862,IndiGo,Sat, 6 Nov,13:30,23:10,9h 40m,New Delhi,Mumbai,1,10838
863,IndiGo,Sat, 6 Nov,11:25,22:15,10h 50m,New Delhi,Mumbai,1,10838
864,Air India,Sat, 6 Nov,11:55,15:50,3h 55m,New Delhi,Mumbai,1,10870
865,IndiGo,Sat, 6 Nov,12:55,20:45,7h 50m,New Delhi,Mumbai,1,10943
866,IndiGo,Sat, 6 Nov,07:25,16:05,8h 40m,New Delhi,Mumbai,1,10943
867,IndiGo,Sat, 6 Nov,06:05,16:05,10h 00m,New Delhi,Mumbai,1,10943
868,Air India,Sat, 6 Nov,06:05,15:50,9h 45m,New Delhi,Mumbai,1,11415
869,Air India,Sat, 6 Nov,12:50,07:55,19h 05m,New Delhi,Mumbai,1,11644
870,IndiGo,Sat, 6 Nov,18:00,22:25,4h 25m,New Delhi,Mumbai,1,11814
871,Air India,Sat, 6 Nov,07:05,13:25,6h 20m,New Delhi,Mumbai,1,11970
872,Air India,Sat, 6 Nov,04:55,13:45,8h 50m,New Delhi,Mumbai,1,12560
873,Vistara,Sat, 6 Nov,08:05,08:15,24h 10m,New Delhi,Mumbai,1,12570
874,Vistara,Sat, 6 Nov,17:10,21:35,4h 25m,New Delhi,Mumbai,1,12623
875,Vistara,Sat, 6 Nov,08:05,23:25,15h 20m,New Delhi,Mumbai,1,12885
876,Vistara,Sat, 6 Nov,13:40,15:15,25h 35m,New Delhi,Mumbai,1,12921
877,Vistara,Sat, 6 Nov,07:30,13:00,5h 30m,New Delhi,Mumbai,1,12990
878,Vistara,Sat, 6 Nov,06:15,13:00,6h 45m,New Delhi,Mumbai,1,12990
879,IndiGo,Sat, 6 Nov,21:15,23:30,2h 15m,New Delhi,Mumbai,Non,13095
880,Vistara,Sat, 6 Nov,06:15,23:25,17h 10m,New Delhi,Mumbai,1,13305
881,Vistara,Sat, 6 Nov,08:05,20:15,12h 10m,New Delhi,Mumbai,1,13463
882,Vistara,Sat, 6 Nov,19:50,08:15,12h 25m,New Delhi,Mumbai,1,13515
883,Vistara,Sat, 6 Nov,19:50,11:25,15h 35m,New Delhi,Mumbai,1,13515
884,Vistara,Sat, 6 Nov,06:15,13:15,7h 00m,New Delhi,Mumbai,1,13568
885,IndiGo,Sat, 6 Nov,20:20,05:55,9h 35m,New Delhi,Mumbai,1,13620
886,IndiGo,Sat, 6 Nov,22:15,05:55,7h 40m,New Delhi,Mumbai,1,13767
887,Vistara,Sat, 6 Nov,13:20,18:20,5h 00m,New Delhi,Mumbai,1,13883
888,Vistara,Sat, 6 Nov,06:15,20:15,14h 00m,New Delhi,Mumbai,1,13883
889,Vistara,Sat, 6 Nov,13:40,21:35,7h 55m,New Delhi,Mumbai,1,13988
890,Vistara,Sat, 6 Nov,08:05,21:50,13h 45m,New Delhi,Mumbai,1,13988
891,Vistara,Sat, 6 Nov,20:40,08:15,11h 35m,New Delhi,Mumbai,1,14040
892,Vistara,Sat, 6 Nov,17:35,08:15,14h 40m,New Delhi,Mumbai,1,14040
893,Vistara,Sat, 6 Nov,20:40,11:25,14h 45m,New Delhi,Mumbai,1,14040
894,Vistara,Sat, 6 Nov,17:35,11:25,17h 50m,New Delhi,Mumbai,1,14040
895,Go First,Sat, 6 Nov,09:15,18:10,8h 55m,New Delhi,Mumbai,1,14129
896,IndiGo,Sat, 6 Nov,22:15,08:25,10h 10m,New Delhi,Mumbai,1,14255
897,Vistara,Sat, 6 Nov,17:35,23:25,5h 50m,New Delhi,Mumbai,1,14355
898,Vistara,Sat, 6 Nov,07:30,20:20,12h 50m,New Delhi,Mumbai,1,14355
899,Vistara,Sat, 6 Nov,06:15,20:20,14h 05m,New Delhi,Mumbai,1,14355
900,Vistara,Sat, 6 Nov,06:15,21:50,15h 35m,New Delhi,Mumbai,1,14408
901,SpiceJet,Sat, 6 Nov,15:00,12:50,21h 50m,New Delhi,Mumbai,1,14540
902,Go First,Sat, 6 Nov,11:30,17:00,5h 30m,New Delhi,Mumbai,1,14565
903,IndiGo,Sat, 6 Nov,05:15,10:05,4h 50m,New Delhi,Mumbai,1,14744
904,Vistara,Sat, 6 Nov,16:05,08:15,16h 10m,New Delhi,Mumbai,1,14775
905,Vistara,Sat, 6 Nov,14:15,08:15,18h 00m,New Delhi,Mumbai,1,14775
906,Go First,Sat, 6 Nov,06:00,10:40,4h 40m,New Delhi,Mumbai,1,14853
907,Go First,Sat, 6 Nov,06:00,12:30,6h 30m,New Delhi,Mumbai,1,14853
908,Vistara,Sat, 6 Nov,16:05,23:25,7h 20m,New Delhi,Mumbai,1,15090
909,Vistara,Sat, 6 Nov,14:15,23:25,9h 10m,New Delhi,Mumbai,1,15090
910,Vistara,Sat, 6 Nov,19:50,13:15,17h 25m,New Delhi,Mumbai,1,15458
911,Air India,Sat, 6 Nov,18:40,17:25,22h 45m,New Delhi,Mumbai,1,15615
912,Vistara,Sat, 6 Nov,14:15,20:15,6h 00m,New Delhi,Mumbai,1,15668
913,Air India,Sat, 6 Nov,13:20,17:50,4h 30m,New Delhi,Mumbai,1,15825
914,Vistara,Sat, 6 Nov,13:20,16:00,26h 40m,New Delhi,Mumbai,1,15878
915,Vistara,Sat, 6 Nov,20:40,13:15,16h 35m,New Delhi,Mumbai,1,15983
916,Go First,Sat, 6 Nov,11:50,18:10,6h 20m,New Delhi,Mumbai,1,16019
917,Vistara,Sat, 6 Nov,16:05,21:50,5h 45m,New Delhi,Mumbai,1,16193
918,Vistara,Sat, 6 Nov,14:15,21:50,7h 35m,New Delhi,Mumbai,1,16193
919,Go First,Sat, 6 Nov,10:45,17:00,6h 15m,New Delhi,Mumbai,1,16245
920,Go First,Sat, 6 Nov,09:00,17:00,8h 00m,New Delhi,Mumbai,1,16245
921,Air India,Sat, 6 Nov,05:15,16:25,11h 10m,New Delhi,Mumbai,2,16391
922,Vistara,Sat, 6 Nov,20:40,20:15,23h 35m,New Delhi,Mumbai,1,16508
923,SpiceJet,Sat, 6 Nov,12:00,13:10,25h 10m,New Delhi,Mumbai,1,16508
924,Vistara,Sat, 6 Nov,20:30,13:00,16h 30m,New Delhi,Mumbai,1,16560
925,Vistara,Sat, 6 Nov,17:30,13:00,19h 30m,New Delhi,Mumbai,1,16665
926,Air India,Sat, 6 Nov,19:00,15:50,20h 50m,New Delhi,Mumbai,1,17453
927,Vistara,Sat, 6 Nov,20:30,20:20,23h 50m,New Delhi,Mumbai,1,17610
928,Go First,Sat, 6 Nov,10:45,18:20,7h 35m,New Delhi,Mumbai,1,17925
929,Go First,Sat, 6 Nov,10:45,19:40,8h 55m,New Delhi,Mumbai,1,18765
930,Vistara,Sat, 6 Nov,17:10,15:25,22h 15m,New Delhi,Mumbai,1,18818
931,Air Asia,Mon, 1 Nov,00:45,06:35,5h 50m,Bangalore,Mumbai,1,5176
932,Air Asia,Mon, 1 Nov,00:10,06:35,6h 25m,Bangalore,Mumbai,1,5176
933,Air Asia,Mon, 1 Nov,13:10,19:35,6h 25m,Bangalore,Mumbai,1,5176
934,Air Asia,Mon, 1 Nov,12:55,19:35,6h 40m,Bangalore,Mumbai,1,5176
935,Air Asia,Mon, 1 Nov,22:10,06:35,8h 25m,Bangalore,Mumbai,1,5176
936,Air Asia,Mon, 1 Nov,05:40,19:35,13h 55m,Bangalore,Mumbai,1,5176
937,Air Asia,Mon, 1 Nov,06:15,22:15,16h 00m,Bangalore,Mumbai,1,5176
938,Go First,Mon, 1 Nov,05:45,07:20,1h 35m,Bangalore,Mumbai,Non,5177
939,Go First,Mon, 1 Nov,08:10,09:50,1h 40m,Bangalore,Mumbai,Non,5177
940,Go First,Mon, 1 Nov,16:30,18:20,1h 50m,Bangalore,Mumbai,Non,5177
941,Go First,Mon, 1 Nov,22:00,23:55,1h 55m,Bangalore,Mumbai,Non,5177
942,Go First,Mon, 1 Nov,06:30,12:30,6h 00m,Bangalore,Mumbai,1,5177
943,Go First,Mon, 1 Nov,21:00,04:55,7h 55m,Bangalore,Mumbai,1,5177
944,Go First,Mon, 1 Nov,06:30,15:20,8h 50m,Bangalore,Mumbai,1,5177
945,Go First,Mon, 1 Nov,07:40,16:35,8h 55m,Bangalore,Mumbai,1,5177
946,Go First,Mon, 1 Nov,07:40,17:30,9h 50m,Bangalore,Mumbai,1,5177
947,Go First,Mon, 1 Nov,22:15,09:40,11h 25m,Bangalore,Mumbai,1,5177
948,Go First,Mon, 1 Nov,21:00,09:10,12h 10m,Bangalore,Mumbai,1,5177
949,Go First,Mon, 1 Nov,07:40,20:25,12h 45m,Bangalore,Mumbai,1,5177
950,IndiGo,Mon, 1 Nov,04:30,06:10,1h 40m,Bangalore,Mumbai,Non,5178
951,IndiGo,Mon, 1 Nov,06:00,07:50,1h 50m,Bangalore,Mumbai,Non,5178
952,IndiGo,Mon, 1 Nov,07:00,08:50,1h 50m,Bangalore,Mumbai,Non,5178
953,IndiGo,Mon, 1 Nov,08:05,09:55,1h 50m,Bangalore,Mumbai,Non,5178
954,IndiGo,Mon, 1 Nov,12:40,14:30,1h 50m,Bangalore,Mumbai,Non,5178
955,IndiGo,Mon, 1 Nov,18:00,19:50,1h 50m,Bangalore,Mumbai,Non,5178
956,IndiGo,Mon, 1 Nov,22:40,00:35,1h 55m,Bangalore,Mumbai,Non,5178
957,Vistara,Mon, 1 Nov,06:40,08:15,1h 35m,Bangalore,Mumbai,Non,5179
958,Air Asia,Mon, 1 Nov,05:35,07:15,1h 40m,Bangalore,Mumbai,Non,5179
959,Vistara,Mon, 1 Nov,08:30,10:15,1h 45m,Bangalore,Mumbai,Non,5179
960,Vistara,Mon, 1 Nov,21:40,23:25,1h 45m,Bangalore,Mumbai,Non,5179
961,Air India,Mon, 1 Nov,06:45,08:35,1h 50m,Bangalore,Mumbai,Non,5179
962,Vistara,Mon, 1 Nov,18:25,20:15,1h 50m,Bangalore,Mumbai,Non,5179
963,Air Asia,Mon, 1 Nov,04:50,06:45,1h 55m,Bangalore,Mumbai,Non,5179
964,Vistara,Mon, 1 Nov,09:30,11:25,1h 55m,Bangalore,Mumbai,Non,5179
965,Vistara,Mon, 1 Nov,19:55,21:50,1h 55m,Bangalore,Mumbai,Non,5179
966,Air India,Mon, 1 Nov,08:35,10:35,2h 00m,Bangalore,Mumbai,Non,5179
967,IndiGo,Mon, 1 Nov,16:50,18:35,1h 45m,Bangalore,Mumbai,Non,5283
968,Vistara,Mon, 1 Nov,11:30,13:15,1h 45m,Bangalore,Mumbai,Non,5284
969,Air India,Mon, 1 Nov,19:10,21:05,1h 55m,Bangalore,Mumbai,Non,5809
970,IndiGo,Mon, 1 Nov,10:30,12:25,1h 55m,Bangalore,Mumbai,Non,6543
971,Air Asia,Mon, 1 Nov,11:20,22:15,10h 55m,Bangalore,Mumbai,1,6964
972,IndiGo,Mon, 1 Nov,19:35,21:35,2h 00m,Bangalore,Mumbai,Non,7173
973,IndiGo,Mon, 1 Nov,06:10,12:15,6h 05m,Bangalore,Mumbai,1,8066
974,IndiGo,Mon, 1 Nov,23:45,05:50,6h 05m,Bangalore,Mumbai,1,8066
975,IndiGo,Mon, 1 Nov,21:55,05:50,7h 55m,Bangalore,Mumbai,1,8066
976,IndiGo,Mon, 1 Nov,23:45,07:45,8h 00m,Bangalore,Mumbai,1,8066
977,IndiGo,Mon, 1 Nov,07:10,12:15,5h 05m,Bangalore,Mumbai,1,8118
978,Vistara,Mon, 1 Nov,19:25,23:00,3h 35m,Bangalore,Mumbai,1,8224
979,Vistara,Mon, 1 Nov,19:25,09:55,14h 30m,Bangalore,Mumbai,1,8224
980,Air India,Mon, 1 Nov,18:50,09:40,14h 50m,Bangalore,Mumbai,1,8224
981,Air India,Mon, 1 Nov,07:35,09:40,26h 05m,Bangalore,Mumbai,1,8224
982,Vistara,Mon, 1 Nov,12:20,23:10,10h 50m,Bangalore,Mumbai,1,8434
983,Air India,Mon, 1 Nov,18:50,23:20,4h 30m,Bangalore,Mumbai,1,8539
984,Air India,Mon, 1 Nov,07:35,23:20,15h 45m,Bangalore,Mumbai,1,8539
985,Air India,Mon, 1 Nov,15:15,09:40,18h 25m,Bangalore,Mumbai,2,8592
986,IndiGo,Mon, 1 Nov,13:05,19:15,6h 10m,Bangalore,Mumbai,1,8643
987,IndiGo,Mon, 1 Nov,09:20,16:35,7h 15m,Bangalore,Mumbai,1,8643
988,Vistara,Mon, 1 Nov,12:20,14:45,26h 25m,Bangalore,Mumbai,1,8854
989,Air India,Mon, 1 Nov,15:15,23:20,8h 05m,Bangalore,Mumbai,2,8907
990,IndiGo,Mon, 1 Nov,10:55,15:05,4h 10m,Bangalore,Mumbai,1,8958
991,IndiGo,Mon, 1 Nov,14:50,19:45,4h 55m,Bangalore,Mumbai,1,8958
992,IndiGo,Mon, 1 Nov,09:10,15:05,5h 55m,Bangalore,Mumbai,1,8958
993,IndiGo,Mon, 1 Nov,18:15,00:20,6h 05m,Bangalore,Mumbai,1,8958
994,IndiGo,Mon, 1 Nov,15:45,22:10,6h 25m,Bangalore,Mumbai,1,8958
995,IndiGo,Mon, 1 Nov,14:50,22:10,7h 20m,Bangalore,Mumbai,1,8958
996,IndiGo,Mon, 1 Nov,22:55,06:35,7h 40m,Bangalore,Mumbai,1,8958
997,IndiGo,Mon, 1 Nov,15:45,20:45,5h 00m,Bangalore,Mumbai,1,9221
998,IndiGo,Mon, 1 Nov,14:50,20:45,5h 55m,Bangalore,Mumbai,1,9221
999,IndiGo,Mon, 1 Nov,10:15,16:35,6h 20m,Bangalore,Mumbai,1,9273
1000,IndiGo,Mon, 1 Nov,07:05,11:35,4h 30m,Bangalore,Mumbai,1,9378
1001,IndiGo,Mon, 1 Nov,07:05,15:05,8h 00m,Bangalore,Mumbai,1,9378
1002,IndiGo,Mon, 1 Nov,06:50,11:35,4h 45m,Bangalore,Mumbai,1,9431
1003,IndiGo,Mon, 1 Nov,06:10,10:05,3h 55m,Bangalore,Mumbai,1,9746
1004,IndiGo,Mon, 1 Nov,16:20,20:45,4h 25m,Bangalore,Mumbai,1,9746
1005,IndiGo,Mon, 1 Nov,18:45,23:25,4h 40m,Bangalore,Mumbai,1,9746
1006,IndiGo,Mon, 1 Nov,16:20,23:25,7h 05m,Bangalore,Mumbai,1,9746
1007,IndiGo,Mon, 1 Nov,13:05,20:45,7h 40m,Bangalore,Mumbai,1,9746
1008,Go First,Mon, 1 Nov,18:50,02:00,7h 10m,Bangalore,Mumbai,1,9770
1009,Air India,Mon, 1 Nov,20:00,09:05,13h 05m,Bangalore,Mumbai,1,9855
1010,Air India,Mon, 1 Nov,20:00,10:10,14h 10m,Bangalore,Mumbai,1,9855
1011,Air India,Mon, 1 Nov,20:00,12:50,16h 50m,Bangalore,Mumbai,1,9855
1012,Air India,Mon, 1 Nov,20:00,18:15,22h 15m,Bangalore,Mumbai,2,9855
1013,Air India,Mon, 1 Nov,20:00,21:15,25h 15m,Bangalore,Mumbai,1,9855
1014,Air India,Mon, 1 Nov,20:00,22:10,26h 10m,Bangalore,Mumbai,1,9855
1015,IndiGo,Mon, 1 Nov,06:15,10:15,4h 00m,Bangalore,Mumbai,1,10061
1016,Vistara,Mon, 1 Nov,21:10,08:00,10h 50m,Bangalore,Mumbai,1,10589
1017,Vistara,Mon, 1 Nov,21:10,09:45,12h 35m,Bangalore,Mumbai,1,10589
1018,Vistara,Mon, 1 Nov,21:10,11:10,14h 00m,Bangalore,Mumbai,1,10589
1019,Vistara,Mon, 1 Nov,21:10,11:40,14h 30m,Bangalore,Mumbai,1,10589
1020,Air India,Mon, 1 Nov,09:00,22:25,13h 25m,Bangalore,Mumbai,2,10744
1021,Air India,Mon, 1 Nov,22:00,22:25,24h 25m,Bangalore,Mumbai,1,10744
1022,Vistara,Mon, 1 Nov,17:45,23:50,6h 05m,Bangalore,Mumbai,1,10757
1023,Vistara,Mon, 1 Nov,19:40,08:00,12h 20m,Bangalore,Mumbai,1,10757
1024,Air India,Mon, 1 Nov,17:50,09:05,15h 15m,Bangalore,Mumbai,1,10779
1025,Air India,Mon, 1 Nov,17:50,10:10,16h 20m,Bangalore,Mumbai,1,10779
1026,Air India,Mon, 1 Nov,17:50,12:50,19h 00m,Bangalore,Mumbai,1,10779
1027,Air India,Mon, 1 Nov,17:50,18:15,24h 25m,Bangalore,Mumbai,2,10779
1028,Air India,Mon, 1 Nov,17:50,21:15,27h 25m,Bangalore,Mumbai,1,10779
1029,Vistara,Mon, 1 Nov,07:00,12:35,5h 35m,Bangalore,Mumbai,1,11261
1030,Vistara,Mon, 1 Nov,08:00,14:00,6h 00m,Bangalore,Mumbai,1,11261
1031,Vistara,Mon, 1 Nov,11:30,17:40,6h 10m,Bangalore,Mumbai,1,11261
1032,Vistara,Mon, 1 Nov,07:00,14:00,7h 00m,Bangalore,Mumbai,1,11261
1033,Vistara,Mon, 1 Nov,08:00,15:00,7h 00m,Bangalore,Mumbai,1,11261
1034,Air India,Mon, 1 Nov,07:35,18:15,10h 40m,Bangalore,Mumbai,3,11545
1035,Air India,Mon, 1 Nov,07:35,22:10,14h 35m,Bangalore,Mumbai,2,11545
1036,Air India,Mon, 1 Nov,18:50,12:50,18h 00m,Bangalore,Mumbai,2,11545
1037,Air India,Mon, 1 Nov,18:50,18:15,23h 25m,Bangalore,Mumbai,3,11545
1038,Air India,Mon, 1 Nov,07:35,09:05,25h 30m,Bangalore,Mumbai,2,11545
1039,Air India,Mon, 1 Nov,18:50,21:15,26h 25m,Bangalore,Mumbai,2,11545
1040,Air India,Mon, 1 Nov,07:35,10:10,26h 35m,Bangalore,Mumbai,2,11545
1041,Air India,Mon, 1 Nov,18:50,22:10,27h 20m,Bangalore,Mumbai,2,11545
1042,Air India,Mon, 1 Nov,11:50,17:25,5h 35m,Bangalore,Mumbai,1,11584
1043,Go First,Mon, 1 Nov,15:45,19:40,3h 55m,Bangalore,Mumbai,1,11688
1044,IndiGo,Mon, 1 Nov,09:05,14:25,5h 20m,Bangalore,Mumbai,1,12161
1045,IndiGo,Mon, 1 Nov,12:45,17:45,5h 00m,Bangalore,Mumbai,1,12476
1046,Go First,Mon, 1 Nov,14:00,20:20,6h 20m,Bangalore,Mumbai,1,12686
1047,IndiGo,Mon, 1 Nov,14:10,19:40,5h 30m,Bangalore,Mumbai,1,13001
1048,SpiceJet,Mon, 1 Nov,05:55,14:45,8h 50m,Bangalore,Mumbai,1,13474
1049,SpiceJet,Mon, 1 Nov,05:55,18:50,12h 55m,Bangalore,Mumbai,1,13474
1050,Air India,Mon, 1 Nov,20:00,17:50,21h 50m,Bangalore,Mumbai,2,13740
1051,Vistara,Mon, 1 Nov,09:45,16:00,30h 15m,Bangalore,Mumbai,2,14250
1052,Vistara,Mon, 1 Nov,08:00,16:00,32h 00m,Bangalore,Mumbai,2,14250
1053,Vistara,Mon, 1 Nov,07:00,16:00,33h 00m,Bangalore,Mumbai,2,14250
1054,IndiGo,Mon, 1 Nov,12:45,19:40,6h 55m,Bangalore,Mumbai,1,14576
1055,Air India,Mon, 1 Nov,20:00,15:50,19h 50m,Bangalore,Mumbai,2,14580
1056,Air India,Mon, 1 Nov,17:50,17:50,24h 00m,Bangalore,Mumbai,2,14664
1057,Go First,Mon, 1 Nov,09:15,17:00,7h 45m,Bangalore,Mumbai,1,15059
1058,Go First,Mon, 1 Nov,09:15,17:00,7h 45m,Bangalore,Mumbai,1,15100
1059,Air India,Mon, 1 Nov,07:00,15:50,8h 50m,Bangalore,Mumbai,1,15259
1060,Air India,Mon, 1 Nov,17:50,15:50,22h 00m,Bangalore,Mumbai,2,15504
1061,Air India,Mon, 1 Nov,13:20,17:50,28h 30m,Bangalore,Mumbai,2,15588
1062,Air India,Mon, 1 Nov,10:25,16:25,30h 00m,Bangalore,Mumbai,3,16178
1063,Air India,Mon, 1 Nov,13:20,15:50,26h 30m,Bangalore,Mumbai,2,16428
1064,Air India,Mon, 1 Nov,10:25,15:50,29h 25m,Bangalore,Mumbai,2,16428
1065,Air India,Mon, 1 Nov,06:10,17:50,11h 40m,Bangalore,Mumbai,2,16743
1066,Vistara,Mon, 1 Nov,10:15,21:35,11h 20m,Bangalore,Mumbai,1,17359
1067,Vistara,Mon, 1 Nov,21:10,14:30,17h 20m,Bangalore,Mumbai,2,17498
1068,Vistara,Mon, 1 Nov,19:40,14:30,18h 50m,Bangalore,Mumbai,2,17498
1069,Air India,Mon, 1 Nov,11:05,20:30,9h 25m,Bangalore,Mumbai,1,17989
1070,Air Asia,Tue, 2 Nov,00:45,06:35,5h 50m,Bangalore,Mumbai,1,5176
1071,Air Asia,Tue, 2 Nov,00:10,06:35,6h 25m,Bangalore,Mumbai,1,5176
1072,Air Asia,Tue, 2 Nov,22:10,06:35,8h 25m,Bangalore,Mumbai,1,5176
1073,Air Asia,Tue, 2 Nov,11:20,22:15,10h 55m,Bangalore,Mumbai,1,5176
1074,Air Asia,Tue, 2 Nov,06:15,22:15,16h 00m,Bangalore,Mumbai,1,5176
1075,Go First,Tue, 2 Nov,05:45,07:20,1h 35m,Bangalore,Mumbai,Non,5177
1076,Go First,Tue, 2 Nov,08:10,09:50,1h 40m,Bangalore,Mumbai,Non,5177
1077,Go First,Tue, 2 Nov,16:30,18:20,1h 50m,Bangalore,Mumbai,Non,5177
1078,Go First,Tue, 2 Nov,22:00,23:55,1h 55m,Bangalore,Mumbai,Non,5177
1079,Go First,Tue, 2 Nov,06:30,12:30,6h 00m,Bangalore,Mumbai,1,5177
1080,Go First,Tue, 2 Nov,21:00,04:55,7h 55m,Bangalore,Mumbai,1,5177
1081,Go First,Tue, 2 Nov,06:30,15:20,8h 50m,Bangalore,Mumbai,1,5177
1082,Go First,Tue, 2 Nov,07:40,16:35,8h 55m,Bangalore,Mumbai,1,5177
1083,Go First,Tue, 2 Nov,07:40,17:30,9h 50m,Bangalore,Mumbai,1,5177
1084,Go First,Tue, 2 Nov,22:15,09:40,11h 25m,Bangalore,Mumbai,1,5177
1085,IndiGo,Tue, 2 Nov,04:30,06:10,1h 40m,Bangalore,Mumbai,Non,5178
1086,IndiGo,Tue, 2 Nov,06:00,07:50,1h 50m,Bangalore,Mumbai,Non,5178
1087,IndiGo,Tue, 2 Nov,12:40,14:30,1h 50m,Bangalore,Mumbai,Non,5178
1088,IndiGo,Tue, 2 Nov,18:00,19:50,1h 50m,Bangalore,Mumbai,Non,5178
1089,IndiGo,Tue, 2 Nov,22:40,00:35,1h 55m,Bangalore,Mumbai,Non,5178
1090,Vistara,Tue, 2 Nov,06:40,08:15,1h 35m,Bangalore,Mumbai,Non,5179
1091,Air Asia,Tue, 2 Nov,05:35,07:15,1h 40m,Bangalore,Mumbai,Non,5179
1092,Vistara,Tue, 2 Nov,08:30,10:15,1h 45m,Bangalore,Mumbai,Non,5179
1093,Vistara,Tue, 2 Nov,11:30,13:15,1h 45m,Bangalore,Mumbai,Non,5179
1094,Vistara,Tue, 2 Nov,21:40,23:25,1h 45m,Bangalore,Mumbai,Non,5179
1095,Vistara,Tue, 2 Nov,18:25,20:15,1h 50m,Bangalore,Mumbai,Non,5179
1096,Air Asia,Tue, 2 Nov,04:50,06:45,1h 55m,Bangalore,Mumbai,Non,5179
1097,Vistara,Tue, 2 Nov,09:30,11:25,1h 55m,Bangalore,Mumbai,Non,5179
1098,Vistara,Tue, 2 Nov,19:55,21:50,1h 55m,Bangalore,Mumbai,Non,5179
1099,IndiGo,Tue, 2 Nov,07:00,08:50,1h 50m,Bangalore,Mumbai,Non,5388
1100,IndiGo,Tue, 2 Nov,08:05,09:55,1h 50m,Bangalore,Mumbai,Non,5546
1101,Air India,Tue, 2 Nov,19:10,21:05,1h 55m,Bangalore,Mumbai,Non,5809
1102,IndiGo,Tue, 2 Nov,10:30,12:25,1h 55m,Bangalore,Mumbai,Non,6123
1103,IndiGo,Tue, 2 Nov,16:50,18:35,1h 45m,Bangalore,Mumbai,Non,6333
1104,IndiGo,Tue, 2 Nov,19:35,21:35,2h 00m,Bangalore,Mumbai,Non,7173
1105,IndiGo,Tue, 2 Nov,09:05,13:05,4h 00m,Bangalore,Mumbai,1,7331
1106,IndiGo,Tue, 2 Nov,06:15,13:05,6h 50m,Bangalore,Mumbai,1,7331
1107,IndiGo,Tue, 2 Nov,09:05,14:25,5h 20m,Bangalore,Mumbai,1,7436
1108,IndiGo,Tue, 2 Nov,12:45,17:45,5h 00m,Bangalore,Mumbai,1,7646
1109,Go First,Tue, 2 Nov,15:45,19:40,3h 55m,Bangalore,Mumbai,1,7750
1110,IndiGo,Tue, 2 Nov,06:15,10:15,4h 00m,Bangalore,Mumbai,1,7856
1111,IndiGo,Tue, 2 Nov,14:10,19:40,5h 30m,Bangalore,Mumbai,1,7856
1112,IndiGo,Tue, 2 Nov,12:45,19:40,6h 55m,Bangalore,Mumbai,1,7856
1113,Air India,Tue, 2 Nov,11:50,08:05,20h 15m,Bangalore,Mumbai,1,8040
1114,IndiGo,Tue, 2 Nov,07:10,12:15,5h 05m,Bangalore,Mumbai,1,8066
1115,IndiGo,Tue, 2 Nov,06:10,12:15,6h 05m,Bangalore,Mumbai,1,8066
1116,IndiGo,Tue, 2 Nov,23:45,05:50,6h 05m,Bangalore,Mumbai,1,8066
1117,IndiGo,Tue, 2 Nov,13:05,19:15,6h 10m,Bangalore,Mumbai,1,8066
1118,IndiGo,Tue, 2 Nov,09:20,16:35,7h 15m,Bangalore,Mumbai,1,8066
1119,IndiGo,Tue, 2 Nov,21:55,05:50,7h 55m,Bangalore,Mumbai,1,8066
1120,SpiceJet,Tue, 2 Nov,05:55,14:45,8h 50m,Bangalore,Mumbai,1,8118
1121,Vistara,Tue, 2 Nov,19:25,23:00,3h 35m,Bangalore,Mumbai,1,8224
1122,Vistara,Tue, 2 Nov,19:25,09:55,14h 30m,Bangalore,Mumbai,1,8224
1123,SpiceJet,Tue, 2 Nov,05:55,18:50,12h 55m,Bangalore,Mumbai,1,8276
1124,IndiGo,Tue, 2 Nov,10:15,16:35,6h 20m,Bangalore,Mumbai,1,8328
1125,Vistara,Tue, 2 Nov,12:20,23:10,10h 50m,Bangalore,Mumbai,1,8329
1126,IndiGo,Tue, 2 Nov,06:50,11:35,4h 45m,Bangalore,Mumbai,1,8801
